Time,M0-1 - 0%,M1-1 - 0%,M2-1 - 1%,M3-1 - 1% ,M4-1 - 10%,M5-1 - 10%,M6-1 - 100%,M7-1 - 100%,M0-2 - 3%,M1-2 - 3%,M2-2 - 1%,M3-2 - 1%,M4-2 - 6%,M5-2 - 6%,M6-2 - 8%,M7-2 - 8%
21.43524167,1.877211179,2.280682135,2.633878844,3.224761159,0.214171877,0.227156309,0.102420009,0.069770461,11.14845068,10.6997929,11.36205071,10.74681142,9.416906041,6.877279272,3.356023993,2.564034745
21.46303611,1.887083953,2.313398762,2.671424189,3.240275589,0.217684568,0.240741191,0.123244118,0.084245886,11.12603768,10.7262293,11.36205071,10.79575624,9.484790103,6.952340668,3.38521695,2.58681608
21.49084722,1.896914927,2.337639982,2.687085161,3.269810364,0.221371517,0.242588901,0.197808776,0.092622129,11.19372449,10.75271763,11.48019962,10.79617497,9.536244985,6.994916658,3.393199879,2.610693487
21.51863611,1.911992121,2.365755036,2.698353729,3.300022879,0.224831897,0.244931609,0.117915872,0.067446986,11.17089941,10.77975118,11.48019962,10.89586439,9.588857415,6.986308553,3.421221288,2.62125855
21.54644444,1.929037223,2.382414992,2.72974608,3.335288091,0.245626229,0.245169885,0.221056922,0.042341923,11.21624532,10.75271763,11.48019962,10.7716797,9.624058272,7.091144868,3.455253866,2.636802201
21.57425556,1.939413341,2.420427374,2.729156123,3.350099631,0.240657382,0.254305111,0.148222941,0.058879919,11.23914367,10.75271763,11.450572,10.84571856,9.677536823,7.091225775,3.465751593,2.634119035
21.60206667,1.970915496,2.426013631,2.747116989,3.377134682,0.246947357,0.22141158,0.123616124,0.069265664,11.21624532,10.75271763,11.48019962,10.82071449,9.731993648,7.136102601,3.489068751,2.663786319
21.62987222,1.993973442,2.466122658,2.784109833,3.427320936,0.246757693,0.251202166,0.20987013,0.053457745,11.1933839,10.80683874,11.48019962,10.84571856,9.805833224,7.200599365,3.525018612,2.676644883
21.65768333,2.004148134,2.497535498,2.787368292,3.44325277,0.256333827,0.25457692,0.11268294,0.057762001,11.1933839,10.77975118,11.51046972,10.87076851,9.862160112,7.228439738,3.548337106,2.694840007
21.68548611,2.017168957,2.515336169,2.80660886,3.477128318,0.267234729,0.213633127,0.136698504,0.126004953,11.26207897,10.80683874,11.54080267,10.82071449,9.881170384,7.285004247,3.55854365,2.699498225
21.71327778,2.016931227,2.537832237,2.850919544,3.50823482,0.244021596,0.24043963,0.167564085,0.103867955,11.26207897,10.83398036,11.54080267,10.84571856,9.958055113,7.323739235,3.584916195,2.721790729
21.74108333,2.035672881,2.558227462,2.866893739,3.541458784,0.252964633,0.268602027,0.126819424,0.077212831,11.30841413,10.80683874,11.54080267,10.94706925,9.997235604,7.39258509,3.622464299,2.737304696
21.76888611,2.055759796,2.581839639,2.89859799,3.551504088,0.253176651,0.259807573,0.142990056,0.062056986,11.28505127,10.86117612,11.57119854,10.84613883,10.05638045,7.402391362,3.646617015,2.763565073
21.79669722,2.084338846,2.606147243,2.925108041,3.602821515,0.253844848,0.249898944,0.140707246,0.103290544,11.30841413,10.86117612,11.57119854,10.87076851,10.11667913,7.442613088,3.678367194,2.779712796
21.8245,2.082726394,2.630499441,2.969631863,3.613160002,0.256171072,0.242976005,0.167129941,0.068342459,11.30841413,10.86117612,11.57119854,10.92187977,10.13724393,7.524820204,3.700974296,2.776032715
21.85228889,2.115994109,2.667133191,2.974181896,3.665760858,0.248578342,0.342619107,0.138626857,0.09019143,11.28505127,10.86117612,11.54080267,10.87120368,10.15723554,7.535173983,3.716153016,2.801422211
21.88009722,2.131468877,2.689446771,3.009397412,3.685165326,0.247902474,0.20307487,0.137954833,0.087309981,11.37873212,10.88894142,11.51046972,10.89630035,10.26104019,7.577555831,3.734189439,2.806530379
21.90790556,2.148823845,2.719226657,3.027294047,3.696144545,0.251988087,0.247181127,0.175937443,0.115766131,11.37873212,10.97257556,11.48019962,10.89630035,10.26104019,7.609363699,3.757723857,2.827435358
21.93569722,2.181381256,2.731023578,3.044017618,3.718781757,0.253695206,0.258394794,0.11934826,0.079774628,11.37873212,10.88894142,11.51046972,10.921443,10.34603366,7.663576982,3.800506581,2.836788248
21.96349722,2.17665412,2.773178071,3.079737827,3.768407982,0.25443863,0.269908167,0.177870889,0.088562756,11.35525453,10.91676305,11.54080267,10.89630035,10.43291243,7.730041134,3.843367968,2.860376995
21.9913,2.198486603,2.793839319,3.102577903,3.787524736,0.260463271,0.258725154,0.078423128,0.117266297,11.37873212,10.91676305,11.60165741,10.92187977,10.43291243,7.718794477,3.853197715,2.861115503
22.01909444,2.206286315,2.823833695,3.130313165,3.83056074,0.257224419,0.228762494,0.19464499,0.080220104,11.40261463,10.94464108,11.60165741,10.94706925,10.52174553,7.775166384,3.875997105,2.880372283
22.04689722,2.24374067,2.851306301,3.160654938,3.866382852,0.260533323,0.250644996,0.097667364,0.13355574,11.37873212,10.97257556,11.57119854,10.87120368,10.56691611,7.809517152,3.884630636,2.911552468
22.0747,2.249362539,2.87913452,3.18623222,3.911706952,0.260399406,0.258114365,0.207818725,0.115104976,11.45049834,10.97257556,11.57119854,10.94706925,10.56691611,7.879215705,3.962025274,2.912170479
22.10250556,2.277528069,2.926687015,3.222275099,3.944839627,0.265053573,0.243215776,0.204841436,0.109751283,11.42653669,10.94464108,11.60165741,10.94706925,10.68198409,7.891029546,3.951238266,2.93917865
22.13031389,2.286188749,2.934582631,3.252861578,3.971856295,0.260176503,0.262479401,0.203012863,0.098502056,11.42653669,10.97257556,11.60165741,10.94706925,10.72919505,7.938692633,3.986509276,2.947999423
22.15810278,2.294039633,2.951561216,3.258037898,3.99252285,0.259161522,0.255373226,0.196325897,0.049355449,11.47449963,10.97257556,11.63278895,10.94706925,10.7528627,7.975196771,3.997374631,2.980454818
22.18591111,2.337518952,3.013776211,3.288811697,4.022551934,0.268319855,0.277411004,0.208086884,0.083204328,11.47449963,11.00110546,11.60165741,10.99846485,10.80071594,8.04889691,4.04181933,2.976623437
22.21370556,2.352356041,3.04542423,3.325884365,4.058417498,0.271527816,0.275505644,0.192357968,0.080677335,11.47449963,10.97257556,11.60165741,10.99846485,10.8491331,8.073911472,4.07445651,2.992851096
22.24148889,2.362697243,3.068867623,3.346524062,4.100733395,0.272560014,0.249431995,0.18389878,0.100099906,11.47449963,11.00110546,11.63278895,10.94706925,10.92290158,8.111769165,4.106050952,3.020329829
22.26929444,2.402169626,3.097519243,3.371986167,4.125435298,0.266542389,0.28993465,0.100111276,0.104037131,11.47449963,11.08704818,11.63278895,10.97274318,10.97257556,8.189094387,4.141803887,3.031535339
22.29710278,2.423539569,3.139468958,3.399199082,4.161649651,0.271243229,0.256630483,0.084441665,0.077059582,11.4989209,11.00110546,11.60165741,10.99846485,10.94771622,8.228285322,4.14882448,3.052688932
22.32491111,2.435271809,3.149209873,3.432808812,4.233477141,0.270005003,0.273584997,0.100243217,0.073488756,11.4989209,11.00110546,11.63278895,10.94706925,11.04870398,8.268245577,4.189105215,3.071731716
22.35270278,2.44676561,3.20666393,3.461511104,4.205074908,0.280023834,0.262638554,0.086608539,0.099749968,11.4989209,11.02969415,11.60165741,10.94706925,11.1001316,8.281548586,4.210576723,3.093662964
22.38050833,2.46218407,3.214907115,3.466107325,4.225452825,0.284577176,0.300364347,0.121907191,0.095531974,11.54788641,11.0583417,11.66398618,10.94706925,11.12613843,8.322037517,4.254632642,3.104825278
22.40831667,2.492007926,3.255066309,3.536926066,4.283129804,0.277419217,0.268901054,0.071477934,0.062436197,11.52338315,11.02969415,11.63278895,10.97274318,11.17829682,8.377092504,4.290130565,3.131916814
22.43612222,2.512117266,3.286715839,3.590640822,4.310840335,0.289584262,0.293575102,0.083485608,0.074896382,11.47449963,11.08704818,11.66398618,10.99891905,11.20491022,8.432952028,4.303446234,3.131828017
22.46393056,2.536915661,3.315791119,3.579856451,4.347573134,0.287446644,0.262505145,0.078273352,0.095803072,11.57243072,11.02969415,11.72657806,10.99891905,11.31234678,8.475387817,4.342576556,3.161349582
22.49173056,2.543749149,3.360807774,3.649266655,4.365248316,0.286899787,0.267102842,0.151285338,0.059843544,11.54788641,11.0583417,11.72657806,11.02468936,11.31234678,8.518524791,4.368066147,3.155086498
22.51953889,2.577031295,3.394224165,3.614731217,4.428747556,0.284477585,0.328061651,0.14986023,0.043528254,11.57243072,11.0583417,11.72657806,11.07728706,11.33969444,8.518882747,4.400254893,3.20104436
22.54732778,2.593885735,3.444927101,3.657524889,4.456559,0.281201807,0.338646505,0.071081992,0.082472517,11.57243072,11.08704818,11.72657806,11.05096341,11.33969444,8.591662986,4.437274512,3.2038367
22.57513611,2.606037966,3.442403474,3.674584109,4.470591489,0.284847383,0.291219879,0.160735482,0.109853844,11.54788641,11.08704818,11.72657806,11.07728706,11.39454644,8.621395384,4.449801088,3.230489011
22.60294722,2.644439868,3.496449916,3.701849202,4.480250468,0.285500588,0.267719628,0.153635849,0.101306094,11.59741088,11.08704818,11.72657806,11.05096341,11.39454644,8.69695289,4.483593076,3.246018365
22.63075278,2.657168516,3.546251301,3.717744878,4.487251119,0.285594232,0.276780819,0.079265785,0.066397987,11.59741088,11.1163776,11.72657806,11.07728706,11.47872929,8.727559595,4.520438637,3.266750741
22.65856389,2.678126929,3.577866148,3.746224643,4.57079755,0.290118872,0.29556933,0.162153626,0.125655838,11.64749865,11.08704818,11.72657806,11.05096341,11.53564749,8.790041417,4.558023285,3.284842927
22.68637222,2.691426192,3.582143024,3.773099429,4.606319305,0.291736964,0.256875408,0.113920501,0.033967685,11.64749865,11.08704818,11.72657806,11.02468936,11.50689902,8.837399061,4.601181851,3.282709481
22.71418056,2.701988682,3.622097539,3.8357449,4.645278117,0.292780242,0.243143906,0.127120211,0.150803669,11.67260633,11.1163776,11.75861181,11.10366037,11.53564749,8.837399061,4.626628298,3.326886419
22.74198056,2.755390124,3.672443818,3.859941035,4.690425008,0.294826804,0.287277571,0.167245223,0.034436609,11.67260633,11.1163776,11.75861181,11.05096341,11.62223274,8.885595402,4.664435711,3.341704785
22.76978333,2.764068278,3.709169517,3.886166419,4.709242002,0.292484696,0.290512764,0.165759847,0.086468331,11.67260633,11.14576843,11.82288557,11.13055779,11.65175568,8.901779128,4.676279565,3.35550591
22.79758333,2.794460697,3.75486793,3.921488001,4.742249944,0.297859359,0.291856496,0.15738528,0.071318536,11.67260633,11.14576843,11.79071428,11.07728706,11.68133765,8.967411814,4.717512692,3.366250139
22.82536944,2.813687851,3.76622717,3.955880548,4.762048953,0.297774732,0.293201748,0.148380513,0.107189724,11.64749865,11.14576843,11.82288557,11.13055779,11.74067892,9.000711058,4.769939708,3.399091751
22.85316389,2.84461264,3.815530781,3.982270033,4.796582943,0.304915856,0.287736449,0.137052947,0.072189646,11.67260633,11.14576843,11.82288557,11.07728706,11.80140468,9.068298218,4.75229463,3.421534283
22.88097222,2.838123262,3.863111882,4.016500395,4.866129447,0.305508802,0.305110264,0.135810422,0.118981424,11.67260633,11.14576843,11.85512576,11.07775969,11.74067892,9.102596742,4.821454497,3.444481043
22.90878056,2.877602291,3.882327717,4.043949321,4.883926342,0.306143949,0.307230179,0.132729322,0.088929222,11.67260633,11.20473462,11.85512576,11.13103221,11.74067892,9.137482275,4.842290324,3.456000534
22.936575,2.926207138,3.93802222,4.070028614,4.923529343,0.307954212,0.319824704,0.123798557,0.103210807,11.67260633,11.17522074,11.85512576,11.18450739,11.80140468,9.189771643,4.879665273,3.467735527
22.96437778,2.922583693,3.988337615,4.087206199,4.920459278,0.30976241,0.316403639,0.181929208,0.0950007,11.69816657,11.17522074,11.85512576,11.15750678,11.86237711,9.207585078,4.940208989,3.498581816
22.99218889,2.960706976,4.005310565,4.121836264,4.960716894,0.311051119,0.264868248,0.117122043,0.094957001,11.72377085,11.20473462,11.85512576,11.15750678,11.86237711,9.26119319,4.953916172,3.50584392
23.01998611,2.980329761,4.052011947,4.173487679,4.998862648,0.309830693,0.297116943,0.11964403,0.062720099,11.69816657,11.20473462,11.85512576,11.15750678,11.86237711,9.297588018,5.03453202,3.530273953
23.04778333,3.025511916,4.106508483,4.204029489,5.04773233,0.315842242,0.272682636,0.107256019,0.052078948,11.77511168,11.20473462,11.85512576,11.18450739,11.86237711,9.352663545,5.034330822,3.555320269
23.07559444,3.038373578,4.137583883,4.222636711,5.083925028,0.318029463,0.265494184,0.206591246,0.11410423,11.72377085,11.20473462,11.85512576,11.15750678,11.9247976,9.408537985,5.063724376,3.58064575
23.1034,3.06689255,4.190836661,4.269231371,5.148911203,0.317907218,0.249650216,0.105324053,0.143838216,11.67260633,11.20473462,11.85512576,11.18450739,11.95610442,9.427774346,5.108767633,3.586015936
23.13121111,3.075981059,4.219448629,4.258520338,5.162838719,0.318071238,0.322242237,0.198609015,0.061242675,11.72377085,11.20473462,11.85512576,11.18450739,11.95610442,9.484564975,5.108767633,3.605316536
23.15901111,3.095703659,4.259605833,4.290822671,5.197903091,0.320518166,0.244616449,0.114500246,0.138427109,11.72377085,11.23490075,11.88810522,11.23965358,11.98747572,9.465796705,5.180226529,3.625118751
23.18680278,3.134779971,4.300995635,4.321614614,5.233918804,0.322451983,0.291918837,0.184758966,0.084232035,11.72377085,11.20473462,11.88810522,11.15750678,11.98747572,9.523336199,5.22519144,3.662888936
23.21459444,3.138595825,4.341144756,4.357786988,5.263139954,0.310195238,0.302506088,0.195463643,0.169585829,11.72377085,11.23490075,11.88810522,11.18450739,12.05166961,9.542769663,5.247807433,3.661482485
23.24240556,3.182329232,4.387228689,4.382769907,5.322843921,0.320245219,0.29055032,0.210165357,0.049154067,11.69816657,11.23490075,11.88810522,11.21205367,11.98747572,9.601854853,5.324640383,3.694686224
23.2702,3.174670506,4.414413703,4.446372409,5.311678323,0.324746281,0.309542305,0.212650844,0.107539324,11.69816657,11.20473462,11.98747572,11.21205367,12.01953905,9.621714251,5.345237711,3.723064559
23.29800833,3.240721261,4.46772198,4.480240664,5.345844337,0.325810965,0.30764154,0.142481287,0.142904932,11.7494192,11.23490075,11.98747572,11.23915864,12.05166961,9.662145954,5.362715617,3.74321916
23.3258,3.243302182,4.480712802,4.490447792,5.361193539,0.330877146,0.307476721,0.102549859,0.042676707,11.77511168,11.23490075,11.98747572,11.18450739,12.01953905,9.723058946,5.411832585,3.750521054
23.35360556,3.297976358,4.547191892,4.514938857,5.392311086,0.325169978,0.306551588,0.108216678,0.0611115,11.7494192,11.29542569,11.98747572,11.2668113,11.98747572,9.702406315,5.469666736,3.768155635
23.38140278,3.297115086,4.610795714,4.512583721,5.408083354,0.336110271,0.31498562,0.102802771,0.090860624,11.7494192,11.23490075,11.92115664,11.2668113,12.01953905,9.722741224,5.495372825,3.790532929
23.40921389,3.321991047,4.636357315,4.610239349,5.484902669,0.341550225,0.301638992,0.088687544,0.111788336,11.72377085,11.29542569,11.98747572,11.29451772,12.1161328,9.78490955,5.525256262,3.825600054
23.43700556,3.363542747,4.718689965,4.636895767,5.480676429,0.338895159,0.312057099,0.132850389,0.060027253,11.77511168,11.29542569,11.95428011,11.21205367,12.05166961,9.80570313,5.525293591,3.842700037
23.46480556,3.378164906,4.721113869,4.677906901,5.568605975,0.340367802,0.318812751,0.104485444,0.049043905,11.77511168,11.23490075,11.92115664,11.23915864,12.05166961,9.80570313,5.594003331,3.864714178
23.49261667,3.396526969,4.788678264,4.669607063,5.607478106,0.343906271,0.326226333,0.088739793,0.108169348,11.77511168,11.29542569,11.98747572,11.21205367,12.1161328,9.82686242,5.681715017,3.883893869
23.52042222,3.435938371,4.823075786,4.725222013,5.625097172,0.351080549,0.304103457,0.111485762,0.097508208,11.7494192,11.26513108,11.98747572,11.23965358,12.0838675,9.890560227,5.681549221,3.910111742
23.54821389,3.487699828,4.848812173,4.722335913,5.642766396,0.351988083,0.300574407,0.137954727,0.065206894,11.77511168,11.23490075,11.98747572,11.32279368,12.1161328,9.848058342,5.726550834,3.933120531
23.57601667,3.487561647,4.894489944,4.779862657,5.701230803,0.350477455,0.322625776,0.196844662,0.118743011,11.77511168,11.29542569,11.98747572,11.2668113,12.1491232,9.912209142,5.760177909,3.941369822
23.60381944,3.485428629,4.924644722,4.83623128,5.728686358,0.352791227,0.29982944,0.116404124,0.111651032,11.77511168,11.32578466,11.98747572,11.29451772,12.1161328,9.955620929,5.806646002,3.959926762
23.63161389,3.53297952,4.979136904,4.833365883,5.761308676,0.348996802,0.297912277,0.100607484,0.087720793,11.80127433,11.32578466,11.98747572,11.2668113,12.1161328,9.955620929,5.832515329,4.027941632
23.659425,3.575984367,5.017748998,4.8851833,5.832800443,0.344820375,0.307790812,0.106984234,0.035245195,11.85373673,11.32578466,11.98747572,11.29451772,12.1161328,9.955620929,5.903249748,4.017060356
23.68721667,3.595483879,5.071560623,4.916462565,5.852360586,0.351061715,0.303907078,0.14628967,0.100856166,11.82748267,11.32578466,11.95428011,11.32279368,12.1161328,9.933896029,5.944097341,4.04378963
23.71502222,3.627171039,5.130761817,4.935411086,5.837612581,0.346871931,0.306028401,0.133133541,0.072163956,11.80127433,11.32578466,11.98747572,11.29503243,12.1491232,9.955620929,5.948750502,4.071126091
23.74283333,3.63737355,5.153446211,4.987103424,5.872217949,0.352731521,0.291090931,0.120063843,0.087734174,11.80127433,11.32578466,11.98747572,11.32227797,12.18218395,9.933896029,5.999704615,4.085764485
23.77063889,3.691925674,5.199574319,5.053852238,5.891865551,0.348712693,0.321138929,0.114443835,0.109746138,11.82748267,11.32578466,12.05549446,11.35060881,12.21531512,9.97738388,6.046972935,4.115639881
23.79843889,3.702469424,5.23502332,5.116041753,5.952464602,0.358723837,0.323760205,0.126995896,0.103937449,11.85373673,11.29542569,11.98747572,11.23915864,12.1491232,9.999541103,6.066543076,4.125092341
23.82623056,3.734582467,5.275073846,5.067552012,5.998919047,0.352274534,0.330470224,0.111426642,0.094511265,11.82748267,11.32578466,11.98747572,11.43593739,12.1491232,9.933896029,6.110161331,4.142481892
23.85403333,3.77484533,5.332658898,5.151390334,6.051888802,0.36801172,0.338076564,0.11454889,0.088936814,11.82748267,11.32578466,12.02144738,11.29451772,12.18218395,9.97773944,6.164984282,4.163568029
23.88184444,3.7911793,5.409070992,5.152013896,6.078577079,0.372204921,0.299457007,0.102504861,0.087499896,11.93366121,11.32578466,12.05549446,11.40743846,12.21531512,9.933896029,6.215913009,4.181404599
23.90963611,3.8305261,5.457274851,5.194989513,6.111203736,0.362099766,0.302948827,0.141169377,0.090182811,11.88003657,11.32578466,11.98747572,11.43593739,12.24851681,9.999541103,6.262820403,4.221253552
23.93744444,3.863266332,5.470708171,5.213213298,6.111345218,0.364971418,0.323379063,0.138482282,0.085966197,11.88003657,11.38793682,11.98747572,11.43593739,12.24851681,10.02173771,6.30011296,4.262229593
23.96524167,3.839602918,5.53435211,5.239256152,6.155681396,0.370154327,0.316500775,0.125934928,0.041037233,11.88003657,11.32578466,11.98747572,11.37899562,12.24851681,9.955620929,6.353820984,4.260129313
23.99305,3.904837391,5.594983968,5.25043535,6.235257367,0.36651701,0.325100024,0.106845818,0.045769874,11.85373673,11.35682716,12.02144738,11.37899562,12.24851681,9.955620929,6.420400088,4.279007274
24.02083889,3.960607527,5.590293635,5.280958018,6.22389827,0.368676263,0.321457938,0.135033335,0.044598904,11.93366121,11.32578466,11.98747572,11.40743846,12.24851681,9.999541103,6.409208804,4.302214953
24.04863611,3.974482999,5.662361157,5.327337244,6.276187185,0.3715465,0.304011231,0.14672234,0.0448534,11.88003657,11.32578466,12.02144738,11.40743846,12.24851681,10.02173771,6.466009981,4.365298109
24.07644167,3.98303362,5.707042338,5.37072377,6.323880078,0.371495722,0.332370727,0.085953539,0.078315251,11.90682518,11.38793682,11.98747572,11.35060881,12.24851681,10.02173771,6.517718926,4.351949198
24.10425278,4.027108163,5.732048345,5.407146957,6.36620844,0.375937994,0.323212308,0.140792556,0.085936946,11.88003657,11.32578466,12.05549446,11.40743846,12.24851681,10.04397374,6.582864948,4.392007921
24.13205,4.064467598,5.793804772,5.452310196,6.4094147,0.377898802,0.327973989,0.100484906,0.079067585,11.88003657,11.32578466,11.98747572,11.40743846,12.28247894,10.06624925,6.576923477,4.396574739
24.15985278,4.088916501,5.883926368,5.498868506,6.428195296,0.378986486,0.3531471,0.11105249,0.07798516,11.88003657,11.32578466,11.98747572,11.40743846,12.24851681,10.06624925,6.631435477,4.417009395
24.18764167,4.136139992,5.900332797,5.511480703,6.47251217,0.380093788,0.335380677,0.174605081,0.037783717,11.88003657,11.35682716,12.02144738,11.43593739,12.24851681,10.11166056,6.668412629,4.468182196
24.21545,4.182998432,5.944501345,5.550992066,6.511302568,0.383388459,0.351482753,0.159211345,0.072860342,11.88003657,11.35682716,12.02144738,11.46503232,12.24851681,10.11166056,6.693509983,4.475487718
24.24326111,4.158672064,5.972563043,5.546238686,6.531077593,0.391582723,0.355049575,0.105419049,0.124212023,11.88003657,11.38793682,12.02144738,11.52339735,12.28247894,10.11166056,6.763348519,4.516153418
24.27105278,4.180021328,6.029693027,5.599080151,6.597465996,0.395157142,0.342668799,0.105873646,0.111598352,11.88003657,11.45035799,12.02144738,11.46503232,12.24851681,10.15723554,6.8026152,4.518605974
24.29885556,4.23130193,6.047151143,5.639929136,6.590431974,0.385805603,0.344241427,0.086104891,0.079051633,11.90682518,11.41911374,11.98747572,11.46503232,12.28247894,10.15723554,6.888936999,4.535768791
24.32666667,4.239957595,6.112412007,5.705068925,6.652192313,0.389693683,0.346780232,0.095803434,0.07415193,11.85373673,11.38793682,12.02144738,11.40797617,12.24851681,10.18046953,6.86857687,4.588216509
24.35447222,4.288583057,6.136390014,5.723425647,6.693118162,0.387644985,0.330624502,0.21027895,0.082672167,11.85373673,11.38793682,11.98747572,11.52339735,12.31651472,10.20374596,6.950577169,4.593364719
24.38228056,4.327577198,6.229396599,5.771357902,6.749664919,0.39759154,0.333369468,0.123561372,0.055474285,11.88003657,11.41911374,12.05549446,11.46503232,12.24851681,10.22706488,6.985583769,4.663509986
24.41006667,4.356916448,6.22302444,5.836049871,6.756856994,0.380555342,0.343285541,0.218135526,0.072948697,11.88003657,11.38793682,11.98747572,11.49418562,12.28247894,10.18046953,7.078483948,4.650281703
24.43787778,4.38841355,6.280391548,5.870650714,6.793028642,0.412705134,0.321922378,0.14973196,0.084177877,11.88003657,11.35682716,12.12381522,11.49418562,12.35062424,10.25042632,7.092967047,4.676904204
24.46568333,4.401430353,6.339274122,5.860427979,6.836909881,0.393800754,0.332496732,0.141356981,0.04531069,11.88003657,11.38793682,12.05549446,11.49418562,12.38480759,10.22706488,7.137227474,4.70122008
24.49349444,4.443641208,6.346043106,5.911638949,6.866721148,0.417410226,0.341322816,0.192313322,0.069824997,11.85373673,11.45035799,12.12381522,11.55266759,12.35062424,10.25042632,7.167199886,4.725720007
24.5213,4.467037264,6.39271113,5.974507698,6.904316948,0.398239358,0.34493058,0.17046505,0.051766039,11.88003657,11.45035799,12.12381522,11.46503232,12.28247894,10.29807978,7.197393906,4.717479684
24.54910556,4.527183053,6.475534107,5.995851334,6.973623798,0.405216958,0.339734228,0.255147583,0.092754881,11.90682518,11.38793682,12.12381522,11.52395952,12.38480759,10.3459098,7.24352726,4.759139538
24.57690556,4.553842886,6.496461962,6.03376278,6.950415056,0.396939563,0.347457691,0.199929546,0.03202826,11.88003657,11.45035799,12.12381522,11.55266759,12.31651472,10.3219727,7.321862163,4.80158761
24.60470833,4.560105302,6.5320431,6.050236757,6.973561202,0.415006676,0.339908207,0.191786457,0.047981715,11.90682518,11.45035799,12.12381522,11.55323089,12.38480759,10.3219727,7.337823621,4.827683484
24.63251944,4.628342077,6.582955328,6.151541776,7.004985633,0.447058549,0.34595003,0.202618071,0.153229725,11.90682518,11.45035799,12.12381522,11.52339735,12.31651472,10.3459098,7.394399096,4.836542338
24.66031111,4.64329056,6.642000658,6.122861243,7.068979926,0.439391157,0.340494139,0.158182047,0.138293011,11.88003657,11.45035799,12.08961704,11.52339735,12.35062424,10.37030834,7.460450495,4.871960101
24.68812222,4.643394643,6.664490999,6.192228984,7.117904951,0.435584229,0.3504279,0.252230633,0.049550446,11.88003657,11.45035799,12.12381522,11.52339735,12.35062424,10.39475272,7.494100084,4.902018934
24.71591389,4.721726665,6.741333152,6.245454241,7.176066574,0.434942558,0.348686431,0.2058341,0.02460181,11.96054471,11.45035799,12.12381522,11.61251498,12.38480759,10.39475272,7.562692162,4.932764244
24.74371111,4.747423155,6.733415366,6.281607511,7.175924327,0.420068013,0.344039702,0.207786472,0.048174598,11.98747572,11.45035799,12.08961704,11.61251498,12.38480759,10.44377918,7.562692162,4.954452025
24.77151667,4.801261951,6.772563154,6.299815079,7.226804835,0.425961327,0.358756727,0.212565847,0.045037198,11.90682518,11.45035799,12.12381522,11.64253012,12.38480759,10.44377918,7.632897042,4.986092595
24.79932778,4.810741444,6.80465264,6.355616503,7.278801331,0.42584131,0.352762664,0.096403552,0.083412137,11.96054471,11.45035799,12.12381522,11.64253012,12.38480759,10.49386065,7.668574844,4.99559037
24.82712222,4.840035466,6.836530189,6.380834993,7.305337453,0.42906188,0.362068332,0.106661579,0.051328745,11.90682518,11.45035799,12.12381522,11.58256083,12.45484788,10.44377918,7.686810695,5.014853386
24.85493056,4.892166022,6.910712477,6.43208008,7.367473276,0.432448104,0.356467739,0.213287153,0.060131372,11.90682518,11.45035799,12.19392153,11.61251498,12.41978915,10.49386065,7.7414274,5.067419266
24.88273889,4.902062239,6.969269158,6.504341964,7.349621098,0.436248083,0.35052496,0.205591724,0.093336612,11.88003657,11.45035799,12.12381522,11.58256083,12.38480759,10.49386065,7.825725666,5.070752656
24.91054167,4.937944814,7.003610819,6.517742014,7.39492291,0.441460121,0.361247151,0.120642934,0.036352825,11.96054471,11.45035799,12.12381522,11.67260633,12.38480759,10.51897295,7.854383587,5.090641689
24.93834444,4.995642244,7.02951738,6.551495248,7.449833883,0.452124399,0.357882255,0.253202697,0.064516314,11.93366121,11.45035799,12.12381522,11.64253012,12.38480759,10.51897295,7.912388463,5.128083114
24.96613611,5.008924909,7.07365982,6.592888444,7.468462687,0.445580691,0.354116895,0.199321714,0.045486246,11.98747572,11.45035799,12.08961704,11.64253012,12.38480759,10.49386065,7.961536241,5.162650289
24.99393889,5.0749481,7.082198694,6.655688638,7.525094464,0.443376077,0.349555659,0.197819039,0.079991765,11.98747572,11.45035799,12.15882882,11.67260633,12.45484788,10.54458542,8.021712655,5.201497828
25.02172778,5.105367098,7.108984563,6.641735417,7.582877345,0.443263837,0.360207944,0.177264665,0.075618244,11.90682518,11.45035799,12.12381522,11.58256083,12.38480759,10.51897295,8.052313276,5.226601063
25.04952222,5.116816956,7.181717432,6.698673219,7.612130934,0.450065638,0.354317995,0.088669683,0.098482062,11.93366121,11.51435069,12.15882882,11.67260633,12.41978915,10.5697942,8.072895027,5.226565104
25.07730833,5.171625675,7.247076885,6.734955896,7.65180499,0.453260358,0.362709971,0.174954609,0.053777667,11.98747572,11.45035799,12.12381522,11.61251498,12.38480759,10.59550499,8.093422159,5.252027898
25.10512222,5.183146857,7.265930348,6.816583624,7.681840372,0.461033238,0.36067119,0.192623594,0.059229469,11.98747572,11.54645263,12.12381522,11.67260633,12.48998389,10.62126546,8.220450973,5.304108237
25.13293333,5.21021035,7.285004208,6.862274429,7.702046153,0.460810435,0.357822701,0.226138442,0.134487274,11.98747572,11.48231918,12.12381522,11.73412583,12.48998389,10.64707567,8.253182785,5.315243145
25.16073056,5.240105103,7.352973468,6.854651733,7.712360856,0.456514401,0.369456152,0.173660687,0.131248942,11.98747572,11.45035799,12.12381522,11.64253012,12.41978915,10.59550499,8.297170748,5.372725259
