Time,M0 - SGy103-10 - 0%,M1 - SGy103-16 - 0%,M2 - SGy103-10 - 1%,M3 - SGy103-16 - 1%,M4 - SGy103-10 - 10%,M5 - SGy103-16 - 10%,M6 - SGy103-10 - 100%,M7 - SGy103-16 - 100%
5.699463889,0.151005243,0.095962634,0.152357373,0.202463396,0.157119083,0.205440372,0.054407312,-0.008352739
5.72725,0.158922201,0.082706766,0.153136326,0.207134007,0.189841488,0.237976414,0.074172687,-0.023075852
5.755055556,0.117911613,0.110993593,0.158142152,0.204391433,0.186706948,0.183229834,0.140026773,-0.061146995
5.782863889,0.130933737,0.100886715,0.159925133,0.207375431,0.175069273,0.20288042,0.12890719,-0.051868718
5.810672222,0.096764219,0.086854522,0.14850745,0.175966391,0.159490424,0.21033764,0.116724311,-0.062765488
5.838491667,0.128368985,0.070060243,0.152523133,0.212604407,0.163381212,0.20737059,0.087707592,-0.045547937
5.8663,0.157326887,0.065620715,0.171630533,0.212614668,0.17609202,0.244821335,0.115295865,-0.01325538
5.894097222,0.11302038,0.075576595,0.168843607,0.208920737,0.177839993,0.214390218,0.128044001,-0.040958502
5.921905556,0.152707636,0.094159062,0.162074852,0.210693583,0.191592119,0.227055543,0.12283953,-0.040649287
5.949711111,0.130135695,0.079724252,0.163817228,0.215494722,0.168205676,0.201290557,0.088971034,-0.057687865
5.977505556,0.165914673,0.096766679,0.167243432,0.215274616,0.1939631,0.202117169,0.092061146,-0.042503392
6.005308333,0.152582387,0.117387682,0.165761715,0.213464853,0.183209962,0.299383538,0.048344995,-0.07136823
6.033097222,0.15050792,0.128217031,0.162527226,0.213858202,0.171447079,0.28273859,0.072033052,-0.063423331
6.060908333,0.138260378,0.11269798,0.168354298,0.212419006,0.194364623,0.230992613,0.14464151,-0.046931052
6.088705556,0.140502084,0.109647487,0.170737537,0.212761986,0.171592432,0.262202611,0.178709385,-0.006733598
6.116491667,0.142070242,0.101702099,0.167255846,0.221331373,0.183086184,0.227283505,0.102166132,-0.014440487
